iter	Logloss
584	0.4311482438
585	0.4308520641
586	0.4305632029
587	0.4302729411
588	0.4300001519
589	0.4296407742
590	0.4294233492
591	0.429212336
592	0.4288906838
593	0.4287081191
594	0.4283525007
595	0.4279947281
596	0.4278382829
597	0.4274325456
598	0.4271699573
599	0.4267080809
600	0.4264383699
601	0.4261475844
602	0.4258805854
603	0.4255796628
604	0.4253250744
605	0.4251835772
606	0.4249677403
607	0.4245680954
608	0.4241693871
609	0.4238898924
610	0.4236287304
611	0.423369314
612	0.4230160926
613	0.4227214456
614	0.4225972508
615	0.4221869239
616	0.4219558196
617	0.4216747752
618	0.4213669428
619	0.4211319472
620	0.4207383735
621	0.4203435736
622	0.4199369252
623	0.4195439305
624	0.4192515441
625	0.4190471768
626	0.4186560554
627	0.4182651724
628	0.4180376487
629	0.4176461228
630	0.4173992532
631	0.4171502122
632	0.4167604659
633	0.4165071377
634	0.416106488
635	0.4157633867
636	0.4154234784
637	0.4152230024
638	0.4149903612
639	0.4147602575
640	0.4145303581
641	0.4141453462
642	0.4139195468
643	0.413669782
644	0.4134002328
645	0.4130077958
646	0.4126116335
647	0.4122282224
648	0.4120294537
649	0.4116485374
650	0.4114237811
651	0.4110879685
652	0.4109361427
653	0.4105997809
654	0.4103782049
655	0.4099414476
656	0.4096753086
657	0.4092940305
658	0.4089615473
659	0.4086270545
660	0.4084068792
661	0.408194444
662	0.4079562851
663	0.4078126635
664	0.4075672925
665	0.4073049
666	0.4069299144
667	0.4067980094
668	0.4065786217
669	0.4060651915
670	0.4056377837
671	0.405503239
672	0.4052114444
673	0.4049444369
674	0.4045703879
675	0.4042577233
676	0.4041470885
677	0.4038184541
678	0.4033905991
679	0.4030759845
680	0.4026247093
681	0.4023676387
682	0.4021280919
683	0.4016945618
684	0.4014567648
685	0.4011984553
686	0.4008313843
687	0.4005925017
688	0.4002152639
689	0.4000828479
690	0.3999694586
691	0.3996029794
692	0.399184972
693	0.3988633113
694	0.3985411865
695	0.3984067994
696	0.3981285393
697	0.3977675438
698	0.3975138792
699	0.3971508784
700	0.3969129409
701	0.3966790949
702	0.3963179929
703	0.395957917
704	0.3957388316
705	0.3955014178
706	0.3952209183
707	0.394995915
708	0.3946387725
709	0.3944107933
710	0.3940947439
711	0.3937795631
712	0.3934229953
713	0.3931052472
714	0.3927357793
715	0.392423502
716	0.3921094068
717	0.3919006245
718	0.3918666286
719	0.3917095533
720	0.3916146244
721	0.3913657154
722	0.3910110252
723	0.3906611034
724	0.3904509502
725	0.3902215872
726	0.3899885459
727	0.3898333354
728	0.3896241912
729	0.3893788031
730	0.3890280809
731	0.3887562581
732	0.3884468632
733	0.3880437442
734	0.3878353323
735	0.3875264866
736	0.3872169597
737	0.3868990668
738	0.3866892925
739	0.3864475914
740	0.3860493175
741	0.3856492979
742	0.3854083376
743	0.3851671474
744	0.3848209594
745	0.3845813998
746	0.3843418615
747	0.3839981641
748	0.3836546583
749	0.3834142557
750	0.3832774545
751	0.3830415606
752	0.3828277886
753	0.3826395656
754	0.3822458897
755	0.3821295926
756	0.3817875215
757	0.3813951612
758	0.3811908705
759	0.3808890709
760	0.3806309317
761	0.3804193182
762	0.3800802827
763	0.3797812632
764	0.3794432666
765	0.379092506
766	0.3787412388
767	0.3784046045
768	0.3781057213
769	0.3778093117
770	0.3775240651
771	0.377190922
772	0.3768564505
773	0.3765605518
774	0.3763671134
775	0.3761079567
776	0.3757761206
777	0.3755836742
778	0.375251306
779	0.3749104312
780	0.3745642049
781	0.3742337865
782	0.3739404891
783	0.3737283903
784	0.3734361529
785	0.3731055047
786	0.372887935
787	0.3725968514
788	0.3723059084
789	0.3720136285
790	0.3718250436
791	0.371446303
792	0.3711065522
793	0.3708788753
794	0.3706632001
795	0.3703376864
796	0.3701494804
797	0.3699364322
798	0.3696126512
799	0.369324731
800	0.3689516485
801	0.3686151675
802	0.368328516
803	0.3681341708
804	0.3678492904
805	0.3676172197
806	0.3673311089
807	0.3670102358
808	0.3669015935
809	0.3666933221
810	0.3665838242
811	0.3663012556
812	0.3660297436
813	0.3656600969
814	0.3653764554
815	0.3650945936
816	0.3647755299
817	0.364685991
818	0.364402903
819	0.3641235658
820	0.3638423043
821	0.3636583132
822	0.3634555595
823	0.3631753836
824	0.362843654
825	0.3626777955
826	0.3623623763
827	0.3620718334
828	0.3617588239
829	0.3614443115
830	0.3611301013
831	0.3610807572
832	0.3609746524
833	0.3606153258
834	0.360301452
835	0.3600865092
836	0.3597744192
837	0.359460886
838	0.3591856744
839	0.3588248193
840	0.3585016089
841	0.3582262056
842	0.3580922953
843	0.357783441
844	0.3574269201
845	0.357213527
846	0.3568357144
847	0.3565155055
848	0.3563314676
849	0.3559775012
850	0.3557663517
851	0.3554112784
852	0.3550564987
853	0.354865866
854	0.3545608904
855	0.3542403664
856	0.3540572865
857	0.3538846203
858	0.3537094806
859	0.3534043516
860	0.3531370163
861	0.3530339599
862	0.3526832036
863	0.3524745916
864	0.3521709016
865	0.3520117402
866	0.3517105154
867	0.3515365975
868	0.351234815
869	0.35113519
870	0.350766761
871	0.3506075357
872	0.3503774149
873	0.3500783912
874	0.3498968184
875	0.3498025196
876	0.349455859
877	0.349158402
878	0.3489735339
879	0.3486634578
880	0.3485796281
881	0.34835018
882	0.34805383
883	0.3477575694
884	0.347545181
885	0.3473688918
886	0.3470291878
887	0.3467348005
888	0.3464389784
889	0.3462377957
890	0.3459767401
891	0.3457172939
892	0.3456211473
893	0.3455168562
894	0.3453478302
895	0.3450878007
896	0.3448287206
897	0.3445282195
898	0.344361037
899	0.3440557803
900	0.3439025709
901	0.3436488424
902	0.3434497033
903	0.3432250491
904	0.3428881381
905	0.3425860448
906	0.3423295404
907	0.3420414031
908	0.3418751104
909	0.3416320724
910	0.3414457653
911	0.3411579898
912	0.3408053134
913	0.3406407791
914	0.3405161755
915	0.3402310227
916	0.3400538479
917	0.3398578848
918	0.339661215
919	0.339330571
920	0.3391463033
921	0.3388159488
922	0.3386449346
923	0.3383464984
924	0.3381529621
925	0.3379899647
926	0.337707213
927	0.3375369566
928	0.3372550947
929	0.3368636114
930	0.3366129739
931	0.3364200762
932	0.3361386529
933	0.33585803
934	0.335577539
935	0.335283884
936	0.3350368525
937	0.3348020741
938	0.3345228221
939	0.3343314103
940	0.3340537804
941	0.3338072811
942	0.333634219
943	0.3334454724
944	0.3331984196
945	0.3329661105
946	0.3326905796
947	0.3324782295
948	0.3322331437
949	0.3319889052
950	0.3318059913
951	0.3315610928
952	0.3312437875
953	0.3309078387
954	0.3306338446
955	0.3303902277
956	0.3301473345
957	0.3299917749
958	0.329752888
959	0.3295111145
960	0.3294145167
961	0.3291425237
962	0.3288699644
963	0.3285982226
964	0.3282653987
965	0.3280583492
966	0.3279882244
967	0.3277048809
968	0.3274350337
969	0.327195572
970	0.3269193811
971	0.3266505897
972	0.3264658579
973	0.3263009787
974	0.3261151612
975	0.3258777814
976	0.3256945269
977	0.3255417304
978	0.3253037419
979	0.3251510859
980	0.3248411758
981	0.3246886943
982	0.324549113
983	0.3243754634
984	0.324138735
985	0.3239037395
986	0.3237156016
987	0.3235528597
988	0.3234892104
989	0.3233379083
990	0.3231995319
991	0.3230168138
992	0.3227821546
993	0.3225107321
994	0.322277861
995	0.3221662641
996	0.321931988
997	0.3217747084
998	0.3216819891
999	0.3214866711
